,Fail_num,Score,Fitness,Sharpe,Returns,Turnover,Drawdown,Self_Corr,Exec_time,Generation,Thread_num,Task_num,Alpha,From_process
1780,,-4.04,,,,,,,,1,1,3,"group_neutralize(group_neutralize(ts_mean(snt_buzz, 9), subindustry), market)*ts_delay(ts_std_dev(ts_delta(unsystematic_risk_last_30_days, 15), 10), 21) - ts_corr(scl12_alltype_typevec**3/unsystematic_risk_last_60_days**3, ts_mean(correlation_last_60_days_spy, 21) + ts_mean(systematic_risk_last_90_days, 15), 8) + ts_decay_linear(ts_corr(rank(ts_corr(snt_buzz, unsystematic_risk_last_60_days, 9)), rank(ts_corr(rank(snt_social_volume), rank(scl12_sentiment), 10)), 30), 3)",8
1781,,-4.04,,,,,,,,2,2,8,"ts_corr(rank(beta_last_60_days_spy/beta_last_90_days_spy), rank(ts_mean(beta_last_30_days_spy - correlation_last_30_days_spy, 10)), 15)",8
1782,,-4.04,,,,,,,,1,4,1,"ts_corr(rank(ts_delay(ts_mean(-ts_decay_linear(ts_min(unsystematic_risk_last_60_days, 6), 15), 45), 10)), rank(-ts_decay_linear(systematic_risk_last_30_days + max(correlation_last_30_days_spy/correlation_last_90_days_spy, ts_delta(scl12_alltype_typevec, 9)), 8) + ts_rank(rank(ts_delta(snt_buzz*snt_social_volume, 45)), 120)), 7)",8
1783,,-4.04,,,,,,,,2,4,6,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz_ret*ts_mean(rating, 15), -1)",8
1784,,-4.04,,,,,,,,1,6,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_std_dev(scl12_alltype_typevec*systematic_risk_last_30_days/systematic_risk_last_90_days + rank(ts_corr(snt_value, snt_buzz, 3) + 1) + ts_delta(correlation_last_60_days_spy*snt_buzz/scl12_buzz, 5) - systematic_risk_last_30_days/scl12_alltype_typevec, 6), -1)",8
1785,,-4.04,,,,,,,,1,7,2,"rank(rank(sign(ts_delay(scl12_buzz/snt_buzz, 15)))) + ts_rank(abs(ts_max(-0.94687*scl12_buzz - 0.05313*snt_buzz, 9)), 9)",8
1786,,-4.04,,,,,,,,2,7,8,"ts_corr(rank(beta_last_60_days_spy/beta_last_90_days_spy), rank(rating), 15)",8
1787,,-4.04,,,,,,,,1,8,5,"trade_when(ts_mean(returns, 20) - 0.01, -0.79573*beta_last_30_days_spy - 0.20427*beta_last_60_days_spy + ts_corr(beta_last_60_days_spy + ts_rank(ts_delta(snt_value, 7), 15), scl12_alltype_typevec, 45), -1)",8
1788,,-4.04,,,,,,,,1,9,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(min(correlation_last_90_days_spy/correlation_last_30_days_spy, scl12_alltype_typevec), group_neutralize(ts_mean(scl12_buzz, 9), market), 21), -1)",8
1789,,-4.04,,,,,,,,5,10,12,systematic_risk_last_90_days + (0.81219*scl12_buzz + 0.18781*snt_buzz)/scl12_alltype_typevec,8
1790,,-4.04,,,,,,,,1,1,1,"ts_min(scl12_alltype_typevec, 9)",9
1791,,-4.04,,,,,,,,1,5,1,"trade_when(ts_mean(returns, 20) - 0.01, abs(ts_corr(rank(ts_delay(scl12_alltype_typevec, 8)), rank(log(0.80907*systematic_risk_last_30_days + 0.19093*systematic_risk_last_90_days)), 6)*ts_delta(beta_last_60_days_spy + correlation_last_30_days_spy/correlation_last_60_days_spy, 1)), -1)",9
1792,,-4.04,,,,,,,,1,5,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(scl12_alltype_typevec + snt_buzz/scl12_buzz, 2), -1)",9
1793,,-4.04,,,,,,,,2,6,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(beta_last_60_days_spy, 120), -1)",9
1794,,-4.04,,,,,,,,1,7,3,"rank(ts_mean(ts_delay(rank(-correlation_last_30_days_spy + systematic_risk_last_30_days/systematic_risk_last_60_days), 120), 7)) - ts_decay_linear(rank(ts_delta(ts_min(systematic_risk_last_30_days/systematic_risk_last_90_days, 180), 10)), 3) + ts_delta(ts_rank(-scl12_alltype_typevec, 15)/ts_corr(rank(abs(scl12_sentiment)), rank(0), 3), 3)",9
1795,,-4.04,,,,,,,,1,9,1,"ts_rank(group_neutralize(ts_std_dev(-beta_last_30_days_spy/beta_last_60_days_spy + ts_delay(0.8077*systematic_risk_last_30_days + 0.1923*systematic_risk_last_60_days, 180) + ts_min(ts_std_dev(scl12_alltype_typevec, 21), 7), 10), industry), 10)",9
1796,,-4.05,,,,,,,,1,2,1,"ts_delta(ts_corr(rank(rank(ts_corr(snt_value/scl12_sentiment, snt_value, 2)))/ts_std_dev(ts_delay(ts_delay(snt_value, 9), 250), 4), ts_corr(rank(ts_rank(inverse(correlation_last_90_days_spy*(0.82374*scl12_sentiment + 0.17626*snt_value)), 4)), rank(ts_delta(ts_min(ts_covariance(rank(scl12_sentiment/snt_value), rank(correlation_last_30_days_spy/correlation_last_60_days_spy), 60), 7), 250)), 60), 6), 21)",1
1797,,-4.05,,,,,,,,3,2,4,"ts_corr(ts_corr(rank(ts_corr(ts_sum(beta_last_90_days_spy/beta_last_60_days_spy, 250), scl12_sentiment/snt_value, 45)), rank(rank(unsystematic_risk_last_90_days)), 6), scl12_sentiment/snt_value, 45)",1
1798,,-4.05,,,,,,,,1,3,2,"ts_corr(rank(group_neutralize(ts_mean(unsystematic_risk_last_90_days/unsystematic_risk_last_60_days, 7), market)), rank(ts_corr(rank(group_neutralize(snt_buzz/scl12_buzz, subindustry)), rank(ts_std_dev(systematic_risk_last_90_days/systematic_risk_last_60_days, 21)), 8)), 60)/min(ts_mean(ts_max(rating, 15), 6), ts_delay(correlation_last_30_days_spy - snt_social_value, 8))",1
1799,,-4.05,,,,,,,,2,3,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(ts_corr(rank(ts_delta(rank(ts_covariance(ts_delay(correlation_last_30_days_spy, 9), log(snt_social_volume), 120)), 7)), rank(ts_rank(ts_rank(ts_product(ts_delta(systematic_risk_last_90_days/systematic_risk_last_60_days, 10), 21), 21), 7)), 9), 10), -1)",1
1800,,-4.05,,,,,,,,3,4,6,"ts_corr(ts_corr(ts_delta(systematic_risk_last_90_days/systematic_risk_last_60_days, 10), scl12_sentiment/snt_value, 45), scl12_sentiment/snt_value, 45)",1
1801,,-4.05,,,,,,,,1,5,2,"trade_when(ts_mean(returns, 20) - 0.01, -systematic_risk_last_60_days + ts_corr(rank(snt_buzz_ret), rank(ts_max(snt_buzz_ret, 120)), 250), -1)",1
1802,,-4.05,,,,,,,,3,5,5,"ts_corr(rank(ts_corr(ts_decay_linear(ts_corr(rank(ts_delta(rank(systematic_risk_last_90_days/systematic_risk_last_60_days), 7)), rank(ts_rank(ts_rank(ts_product(abs(snt_buzz_ret), 21), 21), 7)), 9), 10), scl12_sentiment/snt_value, 45)), rank(rank(unsystematic_risk_last_90_days)), 6)",1
1803,,-4.05,,,,,,,,3,6,4,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(ts_corr(ts_delta(systematic_risk_last_90_days/systematic_risk_last_60_days, 10), scl12_sentiment/snt_value, 45), scl12_sentiment/snt_value, 45), -1)",1
1804,,-4.05,,,,,,,,1,7,1,"trade_when(ts_mean(returns, 20) - 0.01, group_neutralize(ts_rank(snt_buzz, 45), sector)*ts_corr(0.48052*scl12_sentiment + 0.51948*snt_value, rating, 9)*ts_corr(rank(ts_delay(ts_corr(beta_last_60_days_spy/snt_value, ts_rank(scl12_sentiment/snt_value, 250), 9), 1)), rank(ts_delta(ts_max(rank(scl12_sentiment), 60), 21)), 180)*ts_decay_linear(rank(rank(snt_buzz/scl12_buzz)), 3)*ts_delta(snt_social_volume, 250) + ts_rank(ts_product(ts_delta(ts_sum(ts_corr(unsystematic_risk_last_90_days, unsystematic_risk_last_60_days, 120), 8), 45), 7), 21), -1)",1
1805,,-4.05,,,,,,,,1,7,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_delta(sign(max(beta_last_30_days_spy/beta_last_60_days_spy, systematic_risk_last_30_days)), 4), -1)",1
1806,,-4.05,,,,,,,,3,7,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(ts_corr(ts_corr(ts_sum(beta_last_90_days_spy/beta_last_60_days_spy, 250), scl12_sentiment/snt_value, 45), scl12_sentiment/snt_value, 45), scl12_sentiment/snt_value, 45), -1)",1
1807,,-4.05,,,,,,,,1,9,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(-group_neutralize(correlation_last_60_days_spy, industry) + ts_corr(snt_social_value, scl12_sentiment, 60)), rank(rank(inverse(snt_buzz))), 8), -1)",1
1808,,-4.05,,,,,,,,3,10,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(ts_corr(ts_corr(ts_corr(ts_sum(beta_last_90_days_spy/beta_last_60_days_spy, 250), scl12_sentiment/snt_value, 45), scl12_sentiment/snt_value, 45), scl12_sentiment/snt_value, 45)), rank(rank(unsystematic_risk_last_90_days)), 6), -1)",1
1809,,-4.05,,,,,,,,1,2,4,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_covariance(rank(ts_covariance(scl12_sentiment/snt_value, beta_last_60_days_spy/beta_last_30_days_spy, 10)), rank(ts_sum(scl12_sentiment, 9)), 250)), -1)",10
1810,,-4.05,,,,,,,,1,4,1,"ts_corr(rank(correlation_last_30_days_spy), rank(ts_corr(rank(scl12_sentiment), systematic_risk_last_30_days, 250)), 15)",10
1811,,-4.05,,,,,,,,1,8,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(ts_mean(ts_max(scl12_buzz, 5), 60), ts_corr(rank(0.5161704025*(beta_last_60_days_spy + 0.391885308650567*beta_last_90_days_spy)**2), rank(inverse(scl12_buzz)), 250), 30), -1)",10
1812,,-4.05,,,,,,,,1,8,4,"ts_corr(systematic_risk_last_30_days, beta_last_90_days_spy, 10)*ts_covariance(rank(snt_social_volume), rank(0.54991*scl12_sentiment + 0.45009*snt_value), 250)",10
1813,,-4.05,,,,,,,,2,8,9,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(rank(ts_delay((ts_decay_linear(snt_social_value, 21) - ts_delta(systematic_risk_last_30_days, 21))*rank(snt_social_volume*(0.0881*scl12_sentiment + 0.9119*snt_value)), 1)), rank(-ts_delta(-ts_delay(rating, 60), 250)), 30), -1)",10
1814,,-4.05,,,,,,,,1,9,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_delay(ts_delta(ts_product(ts_covariance(rank(correlation_last_60_days_spy), rank(0.61856*correlation_last_60_days_spy + 0.38144*correlation_last_90_days_spy), 180), 7), 1), 45) - ts_max(inverse(rank(correlation_last_90_days_spy + snt_value)), 60), 5), -1)",10
1815,,-4.05,,,,,,,,1,10,4,"trade_when(ts_mean(returns, 20) - 0.01, group_neutralize(rank(rating - ts_corr(snt_value, unsystematic_risk_last_30_days/unsystematic_risk_last_90_days, 250)), sector), -1)",10
1816,,-4.05,,,,,,,,1,10,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_delta(-ts_delta(ts_min(ts_mean(sign(snt_social_volume), 6), 45), 60) + ts_mean(log(ts_min(scl12_buzz, 21)), 7)*ts_rank(ts_mean(ts_max(beta_last_90_days_spy, 15), 2), 250), 45), -1)",10
1817,,-4.05,,,,,,,,1,1,4,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(ts_corr(rank(rank(ts_rank(beta_last_30_days_spy, 45))), rank(ts_rank(ts_max(snt_buzz, 45), 30)), 8), ts_delta(ts_delay(snt_value, 2), 4), 6), -1)",11
1818,,-4.05,,,,,,,,1,2,1,"trade_when(ts_mean(returns, 20) - 0.01, -group_neutralize(ts_mean(snt_buzz_ret, 9)/inverse(snt_buzz), market) - rank(ts_mean(snt_buzz, 180)) + ts_std_dev(ts_std_dev(snt_buzz_ret, 120), 120), -1)",11
1819,,-4.05,,,,,,,,1,2,2,"trade_when(ts_mean(returns, 20) - 0.01, (-rank(group_neutralize(scl12_sentiment, subindustry)/ts_decay_linear(beta_last_30_days_spy, 21)) + ts_sum(ts_rank(ts_delay(snt_social_volume, 6), 250), 45))*rank(rank(scl12_buzz + snt_social_value)*ts_product(ts_rank(unsystematic_risk_last_30_days/unsystematic_risk_last_90_days, 5), 7)), -1)",11
1820,,-4.05,,,,,,,,1,2,3,inverse(rating),11
1821,,-4.05,,,,,,,,1,3,1,"rank(ts_decay_linear(ts_covariance(rank(systematic_risk_last_30_days/systematic_risk_last_90_days), rank(beta_last_30_days_spy), 60), 120))",11
1822,,-4.05,,,,,,,,1,4,5,"ts_corr(rank(min(ts_corr(abs(snt_buzz/scl12_buzz), ts_mean(snt_social_volume, 120), 8) + ts_delta(snt_social_value*snt_social_volume, 10) - ts_rank(ts_delay(unsystematic_risk_last_90_days, 45) + ts_delta(snt_buzz, 30), 4), ts_rank(ts_sum(ts_delta(snt_buzz, 45), 250)/rank(sign(systematic_risk_last_60_days)), 10))), rank(group_neutralize(ts_rank(ts_corr(rank(correlation_last_60_days_spy - snt_social_value), rank(ts_sum(beta_last_90_days_spy, 21)), 7), 3), industry) + ts_delta(-scl12_buzz + snt_value, 5)/ts_min(ts_decay_linear(systematic_risk_last_30_days, 180), 8) + ts_rank(sign(beta_last_90_days_spy/correlation_last_90_days_spy), 10)), 5)",11
1823,,-4.05,,,,,,,,2,7,7,"trade_when(ts_mean(returns, 20) - 0.01, group_neutralize(ts_covariance(ts_covariance(rank(snt_social_volume), rank(unsystematic_risk_last_90_days), 15), rank(inverse(snt_buzz)), 8), subindustry), -1)",11
1824,,-4.05,,,,,,,,1,8,3,"ts_corr(rank(ts_rank(ts_std_dev(rating, 7), 4)**5), rank(rank(rank(correlation_last_60_days_spy)) + ts_sum(ts_corr(rank(rating), rank(snt_buzz_ret), 30), 6)), 250)",11
1825,,-4.05,,,,,,,,1,9,4,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(snt_social_volume), rank(0.98129*beta_last_30_days_spy + 0.01871*beta_last_90_days_spy + ts_delay(0.80301*beta_last_60_days_spy + 0.19699*beta_last_90_days_spy, 2)), 250), -1)",11
1826,,-4.05,,,,,,,,1,9,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(group_neutralize(ts_std_dev(ts_rank(0.47973*scl12_sentiment + 0.52027*snt_value, 4), 5), industry), 60), -1)",11
1827,,-4.05,,,,,,,,3,3,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(ts_covariance(ts_delta(ts_delta(snt_buzz_ret - snt_social_volume, 60), 15), snt_buzz_ret - snt_social_volume + ts_rank(rating + snt_value, 60), 30), 4), -1)",12
1828,,-4.05,,,,,,,,1,6,4,"trade_when(ts_mean(returns, 20) - 0.01, ts_delta(ts_delay(ts_corr(rank(unsystematic_risk_last_90_days), rank(scl12_buzz/snt_buzz), 120), 9), 6), -1)",12
1829,,-4.05,,,,,,,,2,6,6,"ts_covariance(rank(scl12_sentiment), rank(snt_social_volume), 60)",12
1830,,-4.05,,,,,,,,3,6,9,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(ts_delta(ts_delta(snt_buzz_ret - snt_social_volume - systematic_risk_last_90_days/systematic_risk_last_60_days, 60), 15), ts_rank(snt_buzz_ret - snt_social_volume - systematic_risk_last_90_days/systematic_risk_last_60_days, 60) + ts_rank(ts_rank(snt_social_volume, 30), 5), 30), -1)",12
1831,,-4.05,,,,,,,,1,8,4,"ts_covariance(rank(ts_mean(ts_corr(ts_mean(ts_sum(ts_covariance(rank(scl12_buzz/snt_buzz), rank(systematic_risk_last_30_days), 9), 45), 250), ts_corr(ts_corr(rank(snt_buzz), rank(snt_buzz_ret), 7) + ts_corr(rank(snt_value), rank(beta_last_30_days_spy), 2), group_neutralize(ts_min(rating, 9), subindustry), 60), 7), 4)), rank(ts_covariance(rank(ts_delay(ts_max(group_neutralize(ts_decay_linear(systematic_risk_last_30_days/systematic_risk_last_90_days, 10), industry), 30), 4)), rank(sign(ts_delta(ts_corr(snt_social_value, beta_last_90_days_spy, 3), 3)) + ts_delta(ts_delta(ts_delta(snt_buzz, 15), 180), 180)), 45)), 250)",12
1832,,-4.05,,,,,,,,1,8,5,"trade_when(ts_mean(returns, 20) - 0.01, scl12_sentiment*ts_corr(snt_buzz, 0.30149*systematic_risk_last_30_days + 0.69851*systematic_risk_last_90_days, 120), -1)",12
1833,,-4.05,,,,,,,,3,8,10,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(ts_delta(ts_delta(snt_buzz_ret - snt_social_volume - systematic_risk_last_90_days/systematic_risk_last_60_days, 60), 15), ts_rank(rating + snt_value, 60) + ts_rank(log(snt_social_value), 5), 30), -1)",12
1834,,-4.05,,,,,,,,1,10,2,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_covariance(rank(ts_min(beta_last_30_days_spy, 45)), rank(ts_delay(systematic_risk_last_90_days/systematic_risk_last_30_days, 60)), 15)) + ts_sum(ts_covariance(rank(systematic_risk_last_90_days), rank(correlation_last_30_days_spy - unsystematic_risk_last_60_days), 21), 9), -1)",12
1835,,-4.05,,,,,,,,1,1,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(scl12_sentiment/snt_value, ts_sum(ts_covariance(rank(snt_buzz_ret), rank(beta_last_90_days_spy), 5), 4), 250), -1)",13
1836,,-4.05,,,,,,,,3,2,11,"trade_when(ts_mean(returns, 20) - 0.01, -ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rank(ts_corr(rank(rating), rank(0.61626*beta_last_60_days_spy + 0.38374*beta_last_90_days_spy), 8))), 7) + ts_std_dev(scl12_buzz, 3), -1)",13
1837,,-4.05,,,,,,,,4,2,14,"trade_when(ts_mean(returns, 20) - 0.01, 2*rating + ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(2*rating + ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rank(ts_corr(rank(rating), rank(0.61626*beta_last_60_days_spy + 0.38374*beta_last_90_days_spy), 8))), 7)), 7), -1)",13
1838,,-4.05,,,,,,,,1,3,2,"correlation_last_90_days_spy + scl12_buzz*ts_corr(snt_social_volume, snt_value, 120)**3 - snt_buzz",13
1839,,-4.05,,,,,,,,3,3,11,"-inverse(ts_corr(rank(rating), rank(0.61626*beta_last_60_days_spy + 0.38374*beta_last_90_days_spy), 8)) + ts_covariance(rank(ts_sum(beta_last_30_days_spy, 2)), rank(ts_rank(ts_corr(correlation_last_60_days_spy/correlation_last_90_days_spy, snt_social_value, 250), 10)), 6) - ts_max(unsystematic_risk_last_90_days, 15)",13
1840,,-4.05,,,,,,,,4,3,13,"trade_when(ts_mean(returns, 20) - 0.01, 2*rating + ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rank(rating + ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rank(rank(ts_covariance(snt_value, unsystematic_risk_last_90_days, 5)))), 7) - ts_max(unsystematic_risk_last_90_days, 15))), 7), -1)",13
1841,,-4.05,,,,,,,,4,5,14,"rating + ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rating + ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rank(ts_corr(rank(rating), rank(0.61626*beta_last_60_days_spy + 0.38374*beta_last_90_days_spy), 8))), 7)), 7) - ts_max(unsystematic_risk_last_90_days, 15)",13
1842,,-4.05,,,,,,,,4,6,15,"trade_when(ts_mean(returns, 20) - 0.01, rating + ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rank(ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rank(ts_corr(rank(rating), rank(0.61626*beta_last_60_days_spy + 0.38374*beta_last_90_days_spy), 8))), 7))), 7), -1)",13
1843,,-4.05,,,,,,,,4,7,15,"trade_when(ts_mean(returns, 20) - 0.01, 2*rating + ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rating + ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rank(ts_corr(rank(rating), rank(0.61626*beta_last_60_days_spy + 0.38374*beta_last_90_days_spy), 8))), 7)), 7), -1)",13
1844,,-4.05,,,,,,,,4,8,13,"rating + ts_corr(rank(rank(ts_corr(rank(rating), rank(0.61626*beta_last_60_days_spy + 0.38374*beta_last_90_days_spy), 8))), rank(rank(ts_corr(rank(rating), rank(0.61626*beta_last_60_days_spy + 0.38374*beta_last_90_days_spy), 8))), 7)",13
1845,,-4.05,,,,,,,,1,9,4,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(ts_corr(rank(group_neutralize(ts_rank(-scl12_sentiment/snt_value + unsystematic_risk_last_90_days, 15), sector)), rank(ts_delay(ts_delta(scl12_sentiment, 2), 7) - ts_rank(0, 15)), 45)), ts_delay(rank(ts_corr(ts_decay_linear(ts_min(snt_social_volume, 2), 9), -systematic_risk_last_60_days - ts_covariance(rank(scl12_sentiment), rank(beta_last_60_days_spy/beta_last_90_days_spy), 6), 30)), 10), 10), -1)",13
1846,,-4.05,,,,,,,,1,2,2,"rank(snt_buzz_ret + snt_social_value)*ts_corr(rank(rank(scl12_buzz/snt_buzz)), rank(snt_social_value + systematic_risk_last_60_days), 180)",14
1847,,-4.05,,,,,,,,1,2,4,"-min(ts_rank(snt_buzz_ret - snt_buzz/scl12_buzz, 4), ts_delay(ts_corr(rank(systematic_risk_last_60_days), rank(beta_last_30_days_spy), 10), 120)) + ts_corr(rank(ts_corr(ts_covariance(rank(scl12_sentiment), rank(unsystematic_risk_last_90_days), 120), ts_covariance(0.78766*scl12_buzz + 0.21234*snt_buzz, beta_last_30_days_spy/beta_last_90_days_spy, 2), 2)), rank(ts_delay(ts_delta(snt_buzz/scl12_buzz, 45), 2)), 120)",14
1848,,-4.05,,,,,,,,1,5,5,"ts_covariance(rank(beta_last_90_days_spy**3*(snt_value + systematic_risk_last_90_days)/ts_covariance(rank(snt_social_volume), rank(rating), 5) + ts_delay(ts_max(snt_social_volume, 10), 250) + ts_mean(ts_delta(0.66258*systematic_risk_last_30_days + 0.33742*systematic_risk_last_60_days, 2), 7)), rank(ts_covariance(rank(ts_sum(snt_social_value*systematic_risk_last_90_days*abs(beta_last_30_days_spy), 180)), rank(rank(ts_mean(-scl12_buzz + snt_buzz_ret, 6))), 120)), 180)*ts_delta(ts_sum(correlation_last_90_days_spy*ts_covariance(ts_delta(rating, 180), ts_rank(beta_last_90_days_spy, 9), 9)/(snt_social_volume*group_neutralize(unsystematic_risk_last_60_days, sector)), 7), 21)",14
1849,,-4.05,,,,,,,,5,5,13,"trade_when(ts_mean(returns, 20) - 0.01, (-min(ts_corr(0.5175*correlation_last_60_days_spy + 0.4825*correlation_last_90_days_spy, correlation_last_60_days_spy/correlation_last_30_days_spy, 30), ts_corr(snt_buzz_ret, scl12_sentiment, 15)) + ts_mean(snt_buzz/scl12_buzz, 8)*ts_std_dev(0.56938*scl12_buzz + 0.43062*snt_buzz, 5))*ts_covariance(rank(ts_min(scl12_sentiment - snt_buzz_ret, 60)), rank(rank(ts_rank(snt_value, 45))), 8) - ts_mean(ts_covariance(rank(ts_product(unsystematic_risk_last_90_days, 21)/(-beta_last_90_days_spy + snt_buzz)), rank(ts_covariance(rank(sign(0.73024*unsystematic_risk_last_30_days + 0.26976*unsystematic_risk_last_60_days)), rank(ts_corr(unsystematic_risk_last_30_days, scl12_sentiment, 3)), 4)), 15), 2), -1)",14
1850,,-4.05,,,,,,,,1,8,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_std_dev(snt_social_value*snt_value, 15)/ts_corr(rank(-snt_value/scl12_sentiment), rank(rank(snt_buzz)), 250), -1)",14
1851,,-4.05,,,,,,,,1,9,5,"trade_when(ts_mean(returns, 20) - 0.01, max(rank(ts_sum(-ts_covariance(systematic_risk_last_60_days/systematic_risk_last_30_days, snt_buzz/scl12_buzz, 7) + (0.64297*unsystematic_risk_last_30_days + 0.35703*unsystematic_risk_last_60_days)/snt_buzz, 7)), group_neutralize(-ts_delta(ts_std_dev(snt_value/scl12_sentiment, 9), 5) + ts_mean(ts_max(beta_last_90_days_spy, 45), 250), industry)), -1)",14
1852,,-4.05,,,,,,,,2,9,7,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_corr(rank(rating), rank(beta_last_30_days_spy/beta_last_90_days_spy), 30)), -1)",14
1853,,-4.05,,,,,,,,1,5,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(ts_decay_linear(ts_sum(ts_corr(0.97629*unsystematic_risk_last_30_days + 0.02371*unsystematic_risk_last_60_days, snt_social_value, 250) - ts_rank(snt_social_value, 60), 60), 30)), rank(ts_covariance(rank(sign(ts_decay_linear(beta_last_60_days_spy, 2) - ts_rank(beta_last_60_days_spy, 7))), rank(ts_product(sign(beta_last_60_days_spy) + ts_decay_linear(scl12_buzz, 6), 4)), 3)), 9), -1)",15
1854,,-4.05,,,,,,,,1,5,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(beta_last_60_days_spy), rank(correlation_last_90_days_spy/correlation_last_30_days_spy), 7), -1)",15
1855,,-4.05,,,,,,,,1,9,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(log((ts_covariance(rank(scl12_buzz), rank(correlation_last_90_days_spy/correlation_last_60_days_spy), 120) + ts_delay(scl12_sentiment, 45))*ts_corr(rank(scl12_sentiment), scl12_sentiment*snt_social_volume, 10) + ts_mean(ts_delta(snt_social_value/(0.763*scl12_sentiment + 0.237*snt_value), 15), 60)), 45), -1)",15
1856,,-4.05,,,,,,,,2,3,9,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(snt_value/scl12_sentiment), rank(systematic_risk_last_30_days), 21), -1)",16
1857,,-4.05,,,,,,,,2,4,7,"trade_when(ts_mean(returns, 20) - 0.01, inverse(ts_corr(ts_rank(ts_corr(rank(snt_social_value - snt_social_volume + rank(unsystematic_risk_last_90_days)), rank(ts_sum(ts_product(snt_social_volume, 45), 10)), 5), 5), ts_delay(ts_decay_linear(ts_corr(rank(snt_value/scl12_sentiment), rank(systematic_risk_last_30_days), 21) - ts_mean(correlation_last_30_days_spy, 7), 21), 6), 45)), -1)",16
1858,,-4.05,,,,,,,,3,4,10,"trade_when(ts_mean(returns, 20) - 0.01, ts_product(ts_product(snt_social_volume, 45), 45), -1)",16
1859,,-4.05,,,,,,,,1,5,1,"ts_mean(ts_covariance(rank(correlation_last_60_days_spy), ts_mean(scl12_buzz, 15), 45), 45)*ts_min(ts_mean(ts_delay(systematic_risk_last_60_days, 3), 250), 2)",16
1860,,-4.05,,,,,,,,1,5,4,"rank(ts_corr(ts_rank(scl12_buzz/snt_buzz, 30), ts_corr(correlation_last_90_days_spy, snt_social_value, 3), 21)**4)/(-ts_corr(rank(beta_last_60_days_spy), rank(scl12_buzz/snt_buzz), 180)/ts_covariance(beta_last_30_days_spy, beta_last_30_days_spy, 3) + ts_delta(group_neutralize(0.13771*scl12_buzz + 0.86229*snt_buzz, industry), 21) + ts_mean(rank(correlation_last_30_days_spy) - ts_rank(correlation_last_30_days_spy, 60), 120))",16
1861,,-4.05,,,,,,,,1,6,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(ts_corr(rank(ts_mean(ts_delta(snt_buzz, 21), 7)), rank(-ts_delta(correlation_last_90_days_spy, 21)), 21), 9), -1)",16
1862,,-4.05,,,,,,,,1,7,4,"ts_corr(scl12_sentiment, snt_value, 21)/(scl12_buzz/snt_buzz - ts_covariance(rank(ts_mean(scl12_buzz, 5)), rank(ts_corr(ts_covariance(rank(snt_social_volume), rank(rank(systematic_risk_last_60_days)), 3), ts_max(correlation_last_30_days_spy, 120), 250)), 180))",16
