,Fail_num,Score,Fitness,Sharpe,Returns,Turnover,Drawdown,Self_Corr,Exec_time,Generation,Thread_num,Task_num,Alpha,From_process
0,2,0.4585,0.31,0.58,3.67%,2.48%,21.48%,,44.36s,3,7,11,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_std_dev(beta_last_30_days_spy, 6)), -1)",6
1,2,0.443,0.3,0.56,3.65%,6.05%,17.82%,,42.36s,2,5,8,"trade_when(ts_mean(returns, 20) - 0.01, -rank(scl12_sentiment) - ts_delay(correlation_last_30_days_spy, 45) + ts_delay(0.28351*scl12_buzz + 0.71649*snt_buzz, 9), -1)",14
2,2,0.3045,0.2,0.39,3.36%,1.60%,33.56%,,40.34s,2,1,4,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(rank(rank(unsystematic_risk_last_60_days)), 15), -1)",4
3,2,0.2125,0.13,0.28,2.54%,1.71%,42.42%,,40.36s,1,7,3,"trade_when(ts_mean(returns, 20) - 0.01, rank(unsystematic_risk_last_60_days), -1)",7
4,2,0.2025,0.12,0.27,2.49%,1.66%,43.38%,,34.28s,2,1,6,"trade_when(ts_mean(returns, 20) - 0.01, rank(0.60023*unsystematic_risk_last_60_days + 0.39977*unsystematic_risk_last_90_days), -1)",6
5,2,0.1945,0.09,0.28,1.34%,4.20%,17.19%,,44.33s,1,2,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(rank(ts_min(snt_social_volume, 9)), rank(ts_delta(beta_last_90_days_spy, 21)), 8), -1)",13
6,2,0.1825,0.1,0.25,2.09%,1.45%,42.76%,,30.24s,2,1,9,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_mean(unsystematic_risk_last_30_days, 9)), -1)",9
7,2,0.177,0.1,0.24,2.24%,1.63%,43.96%,,48.71s,1,2,2,"trade_when(ts_mean(returns, 20) - 0.01, rank(unsystematic_risk_last_90_days), -1)",6
8,2,0.177,0.1,0.24,2.00%,1.92%,42.81%,,36.35s,1,4,4,"trade_when(ts_mean(returns, 20) - 0.01, rank(unsystematic_risk_last_30_days), -1)",6
9,2,0.0995,0.05,0.14,1.61%,8.99%,59.58%,,28.20s,1,2,3,log(unsystematic_risk_last_60_days),12
10,2,0.0785,0.04,0.11,1.48%,2.44%,76.84%,,30.48s,5,1,12,"trade_when(ts_mean(returns, 20) - 0.01, unsystematic_risk_last_90_days, -1)",18
11,2,0.064,0.02,0.1,0.34%,3.21%,13.31%,,34.32s,1,4,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_delay(rank(snt_buzz_ret*unsystematic_risk_last_90_days), 60), -1)",16
12,2,0.063,0.03,0.09,1.23%,2.62%,78.05%,,42.34s,2,6,6,"trade_when(ts_mean(returns, 20) - 0.01, group_neutralize(0.61851*unsystematic_risk_last_60_days + 0.38149*unsystematic_risk_last_90_days, sector), -1)",11
13,2,0.053,0.02,0.08,0.53%,10.39%,36.24%,,46.38s,1,10,1,"group_neutralize(rank(ts_max(snt_buzz_ret, 3))*ts_mean(ts_max(rank(unsystematic_risk_last_90_days), 45), 21), industry)",3
14,3,34.5385,50.23,21.7,491.76%,91.77%,0.00%,,36.29s,2,9,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(ts_sum(snt_buzz_ret, 8), (correlation_last_90_days_spy - rating)/(sign(unsystematic_risk_last_60_days)*ts_delta(rank(unsystematic_risk_last_90_days/unsystematic_risk_last_30_days), 45)), 4), -1)",4
15,3,2.84,2.51,3.11,78.44%,120.00%,0.82%,,22.25s,2,7,3,"ts_corr(ts_corr(ts_sum(beta_last_90_days_spy/beta_last_60_days_spy, 250), scl12_sentiment/snt_value, 45), scl12_sentiment/snt_value, 45)",1
16,3,1.3105,0.59,1.9,4.02%,41.47%,2.56%,,32.29s,4,6,8,inverse(rank(rank(rating))),15
17,3,1.3105,0.59,1.9,4.02%,41.47%,2.56%,,28.28s,2,9,9,inverse(rank(rating)),15
18,3,1.146,0.53,1.65,4.34%,41.47%,3.62%,,34.31s,3,4,11,#NAME?,9
19,3,1.042,0.8,1.24,10.90%,25.93%,12.72%,,28.21s,5,3,12,2*correlation_last_30_days_spy + snt_buzz + 2*unsystematic_risk_last_90_days,18
20,3,1.032,0.79,1.23,10.97%,26.45%,16.09%,,32.29s,5,9,10,correlation_last_30_days_spy + snt_buzz + 2*unsystematic_risk_last_90_days,18
21,3,0.9995,0.73,1.22,9.65%,27.11%,11.19%,,30.39s,1,2,4,correlation_last_30_days_spy + snt_buzz + unsystematic_risk_last_90_days,18
22,3,0.9995,0.73,1.22,9.65%,27.11%,11.19%,,32.45s,2,5,7,correlation_last_30_days_spy + snt_buzz + unsystematic_risk_last_90_days,18
23,3,0.9885,0.73,1.2,9.94%,26.86%,12.45%,,32.32s,3,8,10,"correlation_last_30_days_spy + snt_buzz + unsystematic_risk_last_90_days + ts_min(systematic_risk_last_90_days, 60)",18
24,3,0.969,1.2,0.78,29.54%,5.13%,67.85%,,30.29s,3,10,9,"ts_mean(ts_mean(unsystematic_risk_last_90_days**4, 4), 4)",12
25,3,0.9685,0.71,1.18,9.49%,26.02%,15.01%,,38.34s,3,4,9,2*correlation_last_30_days_spy + snt_buzz + unsystematic_risk_last_90_days,18
26,3,0.9585,0.7,1.17,9.52%,26.78%,12.76%,,32.30s,2,9,7,"snt_buzz + unsystematic_risk_last_90_days + ts_min(systematic_risk_last_90_days, 60)",18
27,3,0.9305,0.65,1.16,8.69%,27.38%,9.99%,,32.29s,2,4,6,correlation_last_30_days_spy + 2*snt_buzz + unsystematic_risk_last_90_days,18
28,3,0.925,0.65,1.15,8.81%,27.19%,12.37%,,28.64s,4,7,10,2*correlation_last_30_days_spy + 2*snt_buzz + unsystematic_risk_last_90_days,18
29,3,0.913,0.77,1.03,7.03%,5.92%,8.48%,,46.62s,1,4,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_delay(0.28351*scl12_buzz + 0.71649*snt_buzz, 9), -1)",14
30,3,0.902,0.55,1.19,10.95%,50.66%,13.00%,,36.31s,3,2,5,#NAME?,5
31,3,0.878,0.57,1.13,12.01%,47.98%,23.22%,,28.38s,2,7,4,#NAME?,5
32,3,0.8275,0.58,1.03,8.07%,25.74%,14.05%,,32.73s,2,3,7,"correlation_last_30_days_spy + snt_buzz + ts_min(systematic_risk_last_90_days, 60)",18
33,3,0.804,0.54,1.02,7.47%,27.13%,13.88%,,28.77s,2,7,9,"snt_buzz + ts_max(ts_rank(snt_value + snt_value/scl12_sentiment, 4), 9)",18
34,3,0.7945,0.69,0.88,7.64%,1.50%,10.60%,,36.38s,2,1,7,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz + ts_sum(ts_min(systematic_risk_last_90_days, 60), 250), -1)",18
35,3,0.781,0.55,0.97,7.21%,22.80%,13.85%,,28.24s,4,2,10,snt_buzz,10
36,3,0.781,0.55,0.97,7.21%,22.80%,13.85%,,28.24s,3,6,10,snt_buzz,10
37,3,0.781,0.55,0.97,7.21%,22.80%,13.85%,,34.27s,4,2,11,2*snt_buzz,18
38,3,0.781,0.55,0.97,7.21%,22.80%,13.85%,,36.34s,3,8,9,2*snt_buzz,18
39,3,0.7685,0.4,1.07,7.61%,53.35%,12.71%,,37.19s,2,1,6,"group_neutralize(0.2208*scl12_buzz + 0.7792*snt_buzz, industry)",20
40,3,0.7575,0.4,1.05,7.61%,52.68%,13.25%,,38.36s,3,4,9,"0.39022*scl12_buzz + 0.60978*snt_buzz + group_neutralize(0.2208*scl12_buzz + 0.7792*snt_buzz, industry)",20
41,3,0.744,0.59,0.87,5.72%,1.81%,10.03%,,30.24s,2,7,7,"trade_when(ts_mean(returns, 20) - 0.01, ts_max(snt_social_value*(0.60583*beta_last_30_days_spy + 0.39417*beta_last_60_days_spy), 21), -1)",14
42,3,0.7365,0.61,0.84,6.50%,5.26%,18.20%,,34.84s,3,7,9,"trade_when(ts_mean(returns, 20) - 0.01, 0.28351*scl12_buzz + 0.71649*snt_buzz, -1)",14
43,3,0.7365,0.61,0.84,6.50%,5.26%,18.20%,,36.52s,3,3,9,"trade_when(ts_mean(returns, 20) - 0.01, 0.2208*scl12_buzz + 0.7792*snt_buzz, -1)",20
44,3,0.7365,0.61,0.84,6.50%,5.26%,18.20%,,52.91s,3,5,8,"trade_when(ts_mean(returns, 20) - 0.01, 0.39022*scl12_buzz + 0.60978*snt_buzz, -1)",20
45,3,0.7365,0.61,0.84,6.50%,5.26%,18.20%,,34.43s,3,6,8,"trade_when(ts_mean(returns, 20) - 0.01, 0.39022*scl12_buzz + 0.60978*snt_buzz, -1)",20
46,3,0.7365,0.61,0.84,6.50%,5.26%,18.20%,,32.60s,4,7,9,"trade_when(ts_mean(returns, 20) - 0.01, 0.78044*scl12_buzz + 1.21956*snt_buzz, -1)",20
47,3,0.7365,0.61,0.84,6.51%,5.26%,18.20%,,30.79s,2,8,6,"trade_when(ts_mean(returns, 20) - 0.01, -scl12_buzz, -1)",7
48,3,0.734,0.58,0.86,5.66%,4.67%,8.86%,,38.35s,3,8,11,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(ts_delay(0.28351*scl12_buzz + 0.71649*snt_buzz, 9), 2), -1)",14
49,3,0.733,0.48,0.94,6.31%,23.87%,8.42%,,32.33s,2,10,7,snt_buzz + snt_value,18
50,3,0.731,0.39,1.01,7.55%,51.74%,13.81%,,34.25s,2,9,9,0.28351*scl12_buzz + 0.71649*snt_buzz,14
51,3,0.731,0.39,1.01,7.58%,51.74%,13.81%,,30.28s,1,10,3,#NAME?,7
52,3,0.712,0.58,0.82,6.30%,3.85%,17.57%,,28.25s,4,8,12,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz, -1)",10
53,3,0.712,0.58,0.82,6.30%,3.85%,17.57%,,30.25s,4,4,10,"trade_when(ts_mean(returns, 20) - 0.01, 2*snt_buzz, -1)",18
54,3,0.712,0.58,0.82,6.34%,5.67%,16.65%,,36.31s,1,9,5,"trade_when(ts_mean(returns, 20) - 0.01, group_neutralize(0.2208*scl12_buzz + 0.7792*snt_buzz, industry), -1)",20
55,3,0.7095,0.44,0.93,4.89%,21.90%,10.06%,,34.40s,5,5,8,"rank(ts_rank(correlation_last_60_days_spy, 21))",11
56,3,0.705,0.54,0.84,-5.15%,4.44%,53.71%,,6.42s,3,2,12,"rank(ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rank(ts_covariance(rating, unsystematic_risk_last_90_days, 5))), 7)) - ts_max(unsystematic_risk_last_90_days, 15)",13
57,3,0.701,0.36,0.98,6.43%,47.36%,9.09%,,28.23s,2,3,9,0.19496*scl12_buzz + 0.80504*snt_buzz + 2*unsystematic_risk_last_60_days/unsystematic_risk_last_30_days,8
58,3,0.6695,0.4,0.89,7.68%,37.92%,13.33%,,30.29s,3,8,7,"ts_delta(snt_buzz, 21)",7
59,3,0.6615,0.48,0.81,9.48%,27.37%,36.42%,,42.34s,3,2,6,"unsystematic_risk_last_30_days - ts_mean(0.69915*scl12_buzz + 0.30085*snt_buzz - unsystematic_risk_last_30_days + ts_delta(systematic_risk_last_90_days, 250), 2)",5
60,3,0.6545,0.44,0.83,6.29%,22.84%,13.63%,,26.58s,2,8,8,"snt_buzz + ts_min(systematic_risk_last_90_days, 60)",18
61,3,0.6395,0.37,0.86,-5.85%,32.34%,63.42%,,32.51s,3,1,12,"ts_std_dev(scl12_buzz, 3)",13
62,3,0.639,0.32,0.9,5.65%,46.06%,9.44%,,32.26s,3,4,11,0.19496*scl12_buzz + 0.80504*snt_buzz + 3*unsystematic_risk_last_60_days/unsystematic_risk_last_30_days,8
63,3,0.6365,0.51,0.74,5.86%,4.19%,15.96%,,38.32s,3,2,10,"trade_when(ts_mean(returns, 20) - 0.01, correlation_last_30_days_spy + snt_buzz + 2*unsystematic_risk_last_90_days, -1)",18
64,3,0.6175,0.48,0.73,5.51%,4.92%,16.68%,,28.53s,3,6,14,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz + ts_delta(snt_buzz, 5), -1)",18
65,3,0.612,0.37,0.81,-2.66%,11.04%,28.64%,,46.42s,2,2,7,"rank(ts_corr(rank(rating), rank(beta_last_30_days_spy/beta_last_90_days_spy), 30))",14
66,3,0.612,0.37,0.81,-2.66%,11.04%,28.64%,,40.65s,1,3,2,"rank(ts_corr(rank(rating), rank(beta_last_30_days_spy/beta_last_90_days_spy), 30))",14
67,3,0.6065,0.37,0.8,5.88%,27.46%,11.76%,,36.48s,3,6,9,snt_buzz - systematic_risk_last_90_days,14
68,3,0.6035,0.4,0.77,3.61%,13.38%,5.53%,,32.31s,3,10,5,"ts_sum(rank(ts_mean(snt_social_value**2, 4)), 5)",2
69,3,0.602,0.36,0.8,-2.57%,11.07%,27.49%,,50.38s,2,1,6,"ts_corr(rank(rating), rank(beta_last_30_days_spy/beta_last_90_days_spy), 30)",14
70,3,0.5775,0.44,0.69,4.99%,3.29%,15.96%,,32.34s,3,8,11,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(snt_buzz, 6), -1)",10
71,3,0.572,0.44,0.68,5.22%,4.15%,15.99%,,32.28s,3,5,11,"trade_when(ts_mean(returns, 20) - 0.01, correlation_last_30_days_spy + 2*snt_buzz + 2*unsystematic_risk_last_90_days, -1)",18
72,3,0.571,0.45,0.67,5.57%,5.25%,18.91%,,38.65s,5,1,12,"trade_when(ts_mean(returns, 20) - 0.01, 1.17066*scl12_buzz + 1.82934*snt_buzz + 1.20788*systematic_risk_last_30_days + 0.79212*systematic_risk_last_60_days, -1)",20
73,3,0.569,0.25,0.83,-1.70%,18.31%,21.72%,,12.40s,3,9,11,"trade_when(ts_mean(returns, 20) - 0.01, rating + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
74,3,0.5625,0.48,0.63,7.12%,2.91%,18.35%,,42.56s,4,8,16,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/ts_sum(ts_min(systematic_risk_last_90_days, 8), 15), -1)",19
75,3,0.562,0.43,0.67,5.09%,4.15%,14.31%,,34.73s,3,1,10,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz + unsystematic_risk_last_90_days, -1)",18
76,3,0.562,0.43,0.67,5.12%,4.00%,18.78%,,36.61s,3,6,13,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz + group_neutralize(sign(correlation_last_60_days_spy/correlation_last_90_days_spy), industry), -1)",18
77,3,0.561,0.44,0.66,5.64%,5.20%,17.61%,,34.58s,5,7,10,"trade_when(ts_mean(returns, 20) - 0.01, 0.78044*scl12_buzz + 1.21956*snt_buzz + 1.20788*systematic_risk_last_30_days + 0.79212*systematic_risk_last_60_days, -1)",20
78,3,0.561,0.44,0.66,5.64%,5.20%,17.61%,,30.26s,4,10,8,"trade_when(ts_mean(returns, 20) - 0.01, 0.78044*scl12_buzz + 1.21956*snt_buzz + 1.20788*systematic_risk_last_30_days + 0.79212*systematic_risk_last_60_days, -1)",20
79,3,0.5565,0.43,0.66,5.29%,5.24%,19.97%,,32.29s,4,8,9,"trade_when(ts_mean(returns, 20) - 0.01, 1.17066*scl12_buzz + 1.82934*snt_buzz + 0.60394*systematic_risk_last_30_days + 0.39606*systematic_risk_last_60_days, -1)",20
80,3,0.552,0.42,0.66,5.08%,4.13%,14.58%,,50.43s,2,6,8,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz + unsystematic_risk_last_90_days + ts_covariance(rank(snt_value), rank(unsystematic_risk_last_60_days), 15), -1)",18
81,3,0.55,0.44,0.64,6.02%,4.67%,16.23%,,36.66s,5,2,10,"trade_when(ts_mean(returns, 20) - 0.01, 0.39022*scl12_buzz + 0.60978*snt_buzz + rank(0.70532*systematic_risk_last_30_days + 0.29468*systematic_risk_last_60_days), -1)",20
82,3,0.5475,0.41,0.66,4.76%,2.90%,15.80%,,52.42s,3,7,10,"trade_when(ts_mean(returns, 20) - 0.01, beta_last_30_days_spy - ts_corr(rank(beta_last_60_days_spy/beta_last_90_days_spy), rank(rating), 15), -1)",8
83,3,0.5465,0.31,0.74,3.12%,18.02%,6.32%,,26.28s,1,3,3,"ts_sum(rank(snt_social_value), 6)",20
84,3,0.5465,0.42,0.65,5.18%,5.23%,20.22%,,34.30s,5,4,10,"trade_when(ts_mean(returns, 20) - 0.01, 1.56088*scl12_buzz + 2.43912*snt_buzz + 0.60394*systematic_risk_last_30_days + 0.39606*systematic_risk_last_60_days, -1)",20
85,3,0.5435,0.45,0.62,6.60%,1.09%,15.38%,,32.29s,1,1,4,"ts_sum(ts_min(systematic_risk_last_90_days, 60), 250)",18
86,3,0.542,0.19,0.83,2.81%,51.96%,6.29%,,38.29s,1,2,4,-scl12_sentiment*(0.7024*correlation_last_30_days_spy + 0.2976*correlation_last_90_days_spy) + rank(snt_social_value),16
87,3,0.541,0.42,0.64,5.38%,5.26%,19.34%,,32.28s,5,1,14,"trade_when(ts_mean(returns, 20) - 0.01, 0.19496*scl12_buzz + 0.80504*snt_buzz + 2*systematic_risk_last_90_days + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
88,3,0.541,0.42,0.64,5.38%,5.26%,19.34%,,34.46s,4,7,12,"trade_when(ts_mean(returns, 20) - 0.01, 0.19496*scl12_buzz + 0.80504*snt_buzz + 2*systematic_risk_last_90_days + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
89,3,0.541,0.42,0.64,5.38%,5.26%,19.34%,,39.17s,5,8,12,"trade_when(ts_mean(returns, 20) - 0.01, 0.19496*scl12_buzz + 0.80504*snt_buzz + 2*systematic_risk_last_90_days + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
90,3,0.5345,0.43,0.62,6.09%,3.26%,20.38%,,103.39s,2,3,10,"trade_when(ts_mean(returns, 20) - 0.01, beta_last_30_days_spy - correlation_last_30_days_spy, -1)",8
91,3,0.532,0.4,0.64,4.93%,5.29%,19.35%,,34.35s,3,2,9,"trade_when(ts_mean(returns, 20) - 0.01, 0.19496*scl12_buzz + 0.80504*snt_buzz + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
92,3,0.532,0.4,0.64,4.93%,5.29%,19.35%,,34.31s,1,5,1,"trade_when(ts_mean(returns, 20) - 0.01, 0.19496*scl12_buzz + 0.80504*snt_buzz + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
93,3,0.532,0.4,0.64,4.93%,5.29%,19.35%,,38.33s,4,7,11,"trade_when(ts_mean(returns, 20) - 0.01, 0.38992*scl12_buzz + 1.61008*snt_buzz + 2*unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
94,3,0.532,0.4,0.64,4.93%,5.29%,19.35%,,40.35s,2,10,8,"trade_when(ts_mean(returns, 20) - 0.01, 0.19496*scl12_buzz + 0.80504*snt_buzz + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
95,3,0.532,0.4,0.64,4.93%,5.29%,19.35%,,34.82s,5,10,10,"trade_when(ts_mean(returns, 20) - 0.01, 0.38992*scl12_buzz + 1.61008*snt_buzz + 2*unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
96,3,0.531,0.3,0.72,2.11%,3.47%,6.42%,,34.28s,2,7,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(correlation_last_90_days_spy, 6), -1)",14
97,3,0.531,0.3,0.72,2.11%,3.47%,6.42%,,36.30s,2,10,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(correlation_last_90_days_spy, 6), -1)",14
98,3,0.5265,0.4,0.63,5.06%,5.53%,16.81%,,38.33s,3,1,8,"trade_when(ts_mean(returns, 20) - 0.01, 0.60394*systematic_risk_last_30_days + 0.39606*systematic_risk_last_60_days + group_neutralize(0.2208*scl12_buzz + 0.7792*snt_buzz, industry), -1)",20
99,3,0.5265,0.4,0.63,4.96%,5.31%,19.33%,,30.64s,4,3,12,"trade_when(ts_mean(returns, 20) - 0.01, 0.38992*scl12_buzz + 1.61008*snt_buzz + systematic_risk_last_90_days + 2*unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
100,3,0.5265,0.4,0.63,5.15%,5.29%,21.06%,,32.28s,5,6,11,"trade_when(ts_mean(returns, 20) - 0.01, 0.38992*scl12_buzz + 1.61008*snt_buzz + 2*systematic_risk_last_90_days + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
101,3,0.522,0.39,0.63,4.86%,4.11%,18.70%,,32.26s,2,5,9,"trade_when(ts_mean(returns, 20) - 0.01, correlation_last_30_days_spy + 2*snt_buzz + unsystematic_risk_last_90_days, -1)",18
102,3,0.522,0.39,0.63,4.73%,5.09%,16.97%,,38.35s,4,1,12,"trade_when(ts_mean(returns, 20) - 0.01, 0.19496*scl12_buzz + 0.80504*snt_buzz + systematic_risk_last_90_days + 2*unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
103,3,0.522,0.39,0.63,4.73%,5.09%,16.97%,,36.51s,5,3,15,"trade_when(ts_mean(returns, 20) - 0.01, 0.19496*scl12_buzz + 0.80504*snt_buzz + systematic_risk_last_90_days + 2*unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
104,3,0.521,0.29,0.71,-4.60%,27.58%,51.37%,,32.27s,2,2,8,"ts_mean(ts_std_dev(scl12_buzz, 3), 2)",13
105,3,0.521,0.4,0.62,5.29%,5.61%,23.31%,,52.65s,3,8,7,"trade_when(ts_mean(returns, 20) - 0.01, group_neutralize(0.39022*scl12_buzz + 0.60978*snt_buzz + 0.60394*systematic_risk_last_30_days + 0.39606*systematic_risk_last_60_days, industry), -1)",20
106,3,0.5165,0.39,0.62,5.03%,5.22%,21.53%,,34.33s,5,2,11,"trade_when(ts_mean(returns, 20) - 0.01, 0.19496*scl12_buzz + 0.80504*snt_buzz + systematic_risk_last_90_days, -1)",8
107,3,0.5165,0.39,0.62,4.94%,5.30%,20.85%,,38.33s,4,3,13,"trade_when(ts_mean(returns, 20) - 0.01, 0.38992*scl12_buzz + 1.61008*snt_buzz + systematic_risk_last_90_days + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
108,3,0.5155,0.29,0.7,2.84%,16.59%,6.51%,,30.42s,2,4,8,"ts_sum(ts_sum(rank(snt_social_value), 6), 6)",20
109,3,0.5145,0.41,0.6,5.91%,3.40%,12.05%,,46.55s,1,2,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/ts_sum(ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), 15), -1)",19
110,3,0.5145,0.3,0.69,-2.41%,2.84%,28.03%,,44.38s,3,1,11,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(0.19496*scl12_buzz + 0.80504*snt_buzz + 2*unsystematic_risk_last_60_days/unsystematic_risk_last_30_days), rank(rating), 15), -1)",8
111,3,0.51,0.4,0.6,5.53%,3.57%,9.29%,,46.83s,2,8,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/ts_sum(systematic_risk_last_90_days, 15), -1)",19
112,3,0.5085,0.36,0.63,4.01%,4.78%,14.20%,,75.64s,5,3,11,"trade_when(ts_mean(returns, 20) - 0.01, 0.39022*scl12_buzz + 0.60978*snt_buzz + ts_corr(0.39022*scl12_buzz + 0.60978*snt_buzz, 0.60394*systematic_risk_last_30_days + 0.39606*systematic_risk_last_60_days, 45), -1)",20
113,3,0.5065,0.27,0.7,-1.81%,3.99%,18.84%,,30.24s,2,1,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_rank(unsystematic_risk_last_30_days/unsystematic_risk_last_60_days, 3), 2), -1)",11
114,3,0.5055,0.39,0.6,5.40%,4.96%,16.60%,,34.39s,3,1,9,"trade_when(ts_mean(returns, 20) - 0.01, 0.39022*scl12_buzz + 0.60978*snt_buzz + 1.20788*systematic_risk_last_30_days + 0.79212*systematic_risk_last_60_days, -1)",20
115,3,0.503,0.36,0.62,4.31%,4.95%,17.10%,,34.36s,4,4,12,"trade_when(ts_mean(returns, 20) - 0.01, 0.38992*scl12_buzz + 1.61008*snt_buzz + 5*unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
116,3,0.501,0.38,0.6,5.00%,4.29%,22.82%,,48.53s,1,1,4,"trade_when(ts_mean(returns, 20) - 0.01, -ts_covariance(rank(snt_buzz_ret), rank(snt_value), 4) + ts_std_dev(beta_last_30_days_spy, 6), -1)",6
117,3,0.499,0.18,0.76,3.04%,53.46%,7.16%,,30.27s,2,9,6,-2*scl12_sentiment*(0.7024*correlation_last_30_days_spy + 0.2976*correlation_last_90_days_spy) + rank(snt_social_value),16
118,3,0.499,0.4,0.58,5.88%,2.71%,19.83%,,30.47s,1,3,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(beta_last_30_days_spy - correlation_last_30_days_spy, 10), -1)",8
119,3,0.498,0.3,0.66,3.70%,18.05%,14.15%,,36.49s,2,3,7,unsystematic_risk_last_90_days/unsystematic_risk_last_30_days,19
120,3,0.4935,0.4,0.57,6.31%,2.77%,21.76%,,40.33s,3,9,11,"trade_when(ts_mean(returns, 20) - 0.01, 0.40203*beta_last_30_days_spy + 0.59797*beta_last_90_days_spy, -1)",15
121,3,0.487,0.3,0.64,4.46%,20.03%,15.19%,,34.26s,4,7,13,systematic_risk_last_90_days + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days,8
122,3,0.4735,0.27,0.64,-2.27%,2.84%,27.45%,,46.36s,3,4,9,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(0.19496*scl12_buzz + 0.80504*snt_buzz + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days), rank(rating), 15), -1)",8
123,3,0.473,0.33,0.59,4.01%,1.42%,12.89%,,32.30s,2,1,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(correlation_last_30_days_spy + unsystematic_risk_last_90_days, 250), -1)",18
124,3,0.472,0.34,0.58,4.41%,4.05%,15.68%,,31.65s,2,9,7,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz + ts_delay(-correlation_last_30_days_spy, 6), -1)",20
125,3,0.472,0.34,0.58,4.41%,4.05%,15.68%,,38.36s,1,10,1,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz + ts_delay(-correlation_last_30_days_spy, 6), -1)",20
126,3,0.472,0.34,0.58,4.24%,9.20%,27.04%,,24.24s,1,1,2,"ts_delay(correlation_last_60_days_spy, 60)",7
127,3,0.472,0.34,0.58,4.24%,9.20%,27.04%,,91.75s,2,2,6,"ts_delay(correlation_last_60_days_spy, 60)",7
128,3,0.472,0.34,0.58,4.24%,9.20%,27.04%,,30.38s,2,5,6,"ts_delay(correlation_last_60_days_spy, 60)",7
129,3,0.4685,0.32,0.59,3.75%,4.69%,15.33%,,38.40s,4,4,13,"trade_when(ts_mean(returns, 20) - 0.01, 0.19496*scl12_buzz + 0.80504*snt_buzz + 4*unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
130,3,0.4665,0.34,0.57,4.57%,3.98%,20.88%,,36.28s,3,8,5,"trade_when(ts_mean(returns, 20) - 0.01, correlation_last_30_days_spy + snt_buzz, -1)",3
131,3,0.4665,0.34,0.57,4.57%,3.98%,20.88%,,32.29s,2,9,4,"trade_when(ts_mean(returns, 20) - 0.01, correlation_last_30_days_spy + snt_buzz, -1)",3
132,3,0.466,0.4,0.52,8.04%,13.84%,45.60%,,28.22s,4,7,11,correlation_last_30_days_spy + 2*unsystematic_risk_last_90_days,18
